,bed,bath,sqft,price,lat,long
2,3,1.0,800,273950,32.81984517647059,-115.56143547058824
3,3,1.0,1082,350000,32.971534,-115.543296
4,4,3.0,2547,385100,32.69197634693878,-115.48016963265306
5,3,1.0,1082,350000,32.971534,-115.543296
6,4,3.0,2769,415000,32.681839,-115.482385
7,5,2.1,2600,545000,32.96523669387755,-115.55402697959184
8,5,2.1,2600,545000,32.96523669387755,-115.55402697959184
10,3,2.1,4044,1350000,34.7839814,-118.813823
13,3,2.0,2686,995000,35.775068,-118.433603
14,1,1.0,1048,2000000,34.8345997,-118.2816987
19,4,2.1,1967,249950,35.1186486122449,-118.45058418367347
20,4,2.0,1573,205000,35.2028558,-118.8341526
21,5,3.0,2065,249000,35.13951727516778,-117.96448310738255
24,3,2.0,1533,229000,35.213376,-117.776911
25,2,1.0,966,239900,35.39061548484848,-119.12453215151515
27,3,2.0,1478,239900,35.36041678947368,-119.03620442105264
28,4,3.0,1876,240000,35.325791,-119.03957289795919
29,3,2.0,1820,239990,35.2978765050505,-119.02435961616162
30,3,2.0,1873,219000,35.34887414461394,-119.02248773130923
31,3,2.0,1265,220000,34.869774268456375,-118.16948362416107
32,3,1.0,1364,199500,35.781922565656565,-119.22894524242425
33,3,2.0,1004,224990,35.321484,-119.09492986825514
35,3,2.1,1608,250000,35.3216068,-119.09525841078828
36,3,2.0,1504,225000,34.85883151020408,-118.16989610204082
37,3,2.0,1425,255000,34.86663585714285,-118.14224616326531
38,5,3.0,2190,234900,35.13164525373134,-118.00363979104478
39,3,2.0,1500,245000,34.86146010097693,-118.16678565761194
40,3,2.0,1410,198000,35.13850031995291,-117.96446107367403
42,3,2.0,1440,235000,34.851489708574704,-119.17090124459814
44,3,2.0,1562,225000,35.1279324375,-118.0041906875
49,2,2.0,1378,249000,34.8482903,-119.17101030845205
50,4,2.0,1421,229900,35.12912923255814,-118.45084595348837
51,3,2.0,1222,216000,34.85155875,-118.1658355
52,2,2.0,956,230000,34.874318836734695,-118.15707232653061
54,3,2.0,1484,255000,34.878385660020825,-118.15748147935258
55,3,2.0,1499,233000,35.33103862855552,-119.06914603131084
56,3,2.0,1422,195000,35.12774467346939,-117.99042326530612
57,3,2.1,1152,238000,34.84124185,-119.15965357545414
58,3,2.0,1774,230000,35.12249326876767,-117.97002318394439
59,3,2.0,1584,219000,34.8552459,-119.17314238968821
60,4,2.0,1368,239900,34.83939223171964,-119.14873167195827
61,3,2.0,1268,234900,35.293615183673474,-119.04705706122448
63,3,2.0,1877,199000,35.12813337859216,-117.96165919459847
65,2,2.0,949,209750,34.850717427754255,-119.13002628326275
67,3,2.0,1242,200000,35.3125748,-119.10378257223917
69,3,2.2,1426,249000,34.840801949124405,-119.1538180395807
70,4,2.0,1775,195000,35.12620818181818,-117.96112501010101
71,3,2.0,952,199000,34.840661850000004,-119.1485952171073
74,2,2.0,956,213900,34.874072,-118.157118
75,3,2.0,1542,220000,34.844928,-119.1518809
76,3,2.0,1411,250000,35.3137179,-119.10580156612679
77,3,2.0,1448,230000,35.34445368347394,-119.07221672191484
80,3,2.0,1400,249000,35.11143,-117.959615
82,2,1.0,783,195000,34.845521797141814,-119.15688761348608
84,3,2.0,1729,210000,35.13599652525252,-117.9579416868687
85,3,2.0,1945,199950,35.13652799935879,-117.93577893887972
86,4,2.0,1632,239000,34.84794405,-119.15931327734043
87,3,2.0,1792,299000,34.84948189795919,-119.15486410204082
88,4,2.1,1967,249950,35.1186486122449,-118.45058418367347
89,3,2.0,1433,260000,34.8615945,-118.18964135714286
90,3,2.0,2435,284900,35.1242684,-118.4388372
91,5,3.0,2065,249000,35.13951727516778,-117.96448310738255
93,3,2.0,1683,290000,35.3411967,-119.13170059972592
94,5,2.0,1837,260000,34.870201249999994,-118.186201
95,3,2.0,1630,259900,34.856315289942906,-118.19047263374034
98,3,2.0,1515,275000,35.39666155,-119.11346922326757
99,4,2.1,1996,269669,35.136891250000005,-117.9533715
101,3,2.0,1316,275000,35.422728250000006,-119.11127269520227
102,3,2.1,1608,250000,35.3216068,-119.09525841078828
103,5,2.1,2228,299000,35.295421727272725,-119.04482245454545
104,3,2.0,1800,270000,34.84882691256892,-119.1547404890715
105,3,2.0,1425,255000,34.86663585714285,-118.14224616326531
109,3,2.0,1500,245000,34.86146010097693,-118.16678565761194
110,2,2.0,1137,259000,34.85297402318326,-119.15274898644506
111,6,5.0,2352,300000,34.974367,-118.129109
112,3,2.0,2400,258000,35.137609448979596,-117.95219091836735
114,3,2.0,1687,260000,34.86705742857143,-118.14196714285714
116,2,2.0,1378,249000,34.8482903,-119.17101030845205
117,3,2.0,1473,269900,34.86845227272727,-118.17801172727273
122,3,2.0,1484,255000,34.878385660020825,-118.15748147935258
123,3,2.0,1800,299000,35.00496096787149,-117.6407004497992
127,3,3.0,1293,279000,34.83737441222408,-119.16522383702178
128,3,3.0,2479,299500,34.84096923910322,-118.87074317758375
129,4,2.1,1579,279000,34.835466350000004,-119.1644091
131,3,2.2,1426,249000,34.840801949124405,-119.1538180395807
132,2,2.0,1520,265000,34.8362737,-119.14831371955258
133,3,2.0,1920,275000,34.8542788720238,-119.17534850688766
135,3,2.0,1688,274960,34.8383686,-119.1622775953966
136,3,2.0,1411,250000,35.3137179,-119.10580156612679
140,3,2.1,1712,285000,34.840969799999996,-119.14803159595638
141,3,2.0,1400,249000,35.11143,-117.959615
144,3,2.1,1728,299000,34.84922225,-119.1697987
145,3,3.1,2571,275000,35.11286736363636,-117.97278866666667
146,4,3.0,2300,299000,34.8486579,-119.1665367
147,3,2.0,1344,279000,34.85199463249817,-119.14288609560928
148,3,2.0,1536,278888,34.83813180846484,-119.15351019738831
150,3,2.0,1792,299000,34.84948189795919,-119.15486410204082
151,3,2.1,2011,339900,35.30632528571429,-119.11301171428572
152,5,3.1,2557,344500,34.855045691105204,-118.17346618274223
154,3,2.0,1615,329900,34.844928,-119.1518809
156,4,3.0,2792,325000,35.360465036363635,-119.05018114545454
157,4,2.1,1831,319900,34.85242638028169,-118.19238221126761
160,4,2.0,1838,315000,35.2934444,-119.0695632
161,4,3.0,1689,315000,34.86551020408164,-118.20298642857144
162,4,2.0,2043,335000,35.42487785,-119.12610815
163,3,2.1,2112,330000,34.971923,-118.210537
164,5,2.1,2228,299000,35.295421727272725,-119.04482245454545
165,3,2.0,1833,340000,35.11612238095238,-118.45391428571429
166,4,2.1,2498,349990,34.86904269441202,-118.19281864320055
171,5,4.0,2631,311000,35.11248841414142,-117.94467594949495
172,3,2.1,1622,319000,35.0659722244898,-118.18347134693877
173,6,5.0,2352,300000,34.974367,-118.129109
174,4,2.0,2302,344900,35.09840989759658,-118.65925338722246
175,3,3.0,2639,329999,35.40839053020134,-118.97840425503355
176,3,1.2,2304,329900,34.8389878,-119.16244321732283
177,3,2.1,1640,335000,34.83378367407437,-119.14818948998503
181,3,2.0,1800,299000,35.00496096787149,-117.6407004497992
182,5,4.0,3865,349900,35.34924645637584,-119.02793310067115
183,4,3.1,1987,316900,34.87227666434106,-118.18104113268234
185,5,3.0,2972,349000,35.27298204697986,-119.06101699328859
189,3,3.0,2479,299500,34.84096923910322,-118.87074317758375
190,3,2.1,2072,338000,34.847484699999995,-119.15773379923334
191,2,1.0,852,350000,34.8473836,-119.17198977038188
192,3,2.0,2380,349000,34.83488695,-119.16498603875957
193,5,3.1,2725,345000,35.121701489361705,-118.42879927659575
195,3,2.1,2214,314900,35.13673433333333,-117.95096025925926
196,3,2.1,1728,299000,34.84922225,-119.1697987
198,3,2.0,1840,324999,35.42012870000001,-119.11058189636583
200,4,3.0,2300,299000,34.8486579,-119.1665367
201,4,3.0,1680,329000,34.8491300761168,-119.17487859336902
204,3,2.0,1958,398500,34.8404908,-119.15776866958225
208,3,2.1,2296,388000,35.3650845,-119.14005250000001
210,4,3.1,3249,399000,35.28831530769231,-119.06085086538461
211,5,3.0,3188,399900,35.4083331,-119.13699179710693
212,4,4.0,2523,375888,34.845577079914165,-119.15668095190844
213,3,2.0,1837,357000,34.844928,-119.1518809
215,4,2.1,2498,349990,34.86904269441202,-118.19281864320055
219,3,2.1,2000,399000,34.844928,-119.1518809
220,5,3.1,2527,359900,35.407314650000004,-119.12909945041594
226,5,4.0,3865,349900,35.34924645637584,-119.02793310067115
227,5,3.0,2972,349000,35.27298204697986,-119.06101699328859
229,5,3.0,2760,375000,34.842078,-118.237986
230,3,2.1,2230,369900,34.84714226177331,-119.15314230491086
232,4,3.0,2570,369900,34.85616015,-119.17005526659952
235,4,3.1,2368,399990,35.31718335,-119.11424448156268
236,2,1.0,852,350000,34.8473836,-119.17198977038188
237,3,2.0,2380,349000,34.83488695,-119.16498603875957
238,5,3.1,2725,345000,35.121701489361705,-118.42879927659575
239,3,2.1,2196,356900,34.85202167968714,-119.13287569406009
243,4,4.0,1687,400000,35.049141551020405,-118.17131765306122
244,3,2.0,1958,398500,34.8404908,-119.15776866958225
246,3,3.0,2503,449000,34.7839814,-118.813823
247,4,3.1,3249,399000,35.28831530769231,-119.06085086538461
248,4,3.1,3578,449900,35.424487600000006,-119.0786761327553
249,5,3.0,3188,399900,35.4083331,-119.13699179710693
250,4,2.1,2496,419000,35.41542315,-119.12940783073377
253,3,2.1,2000,399000,34.844928,-119.1518809
254,4,3.0,2475,425000,35.3327302,-119.081396
256,3,3.0,1915,423000,34.835882,-119.14917637301915
257,3,2.1,2570,439000,34.844928,-119.1518809
260,4,3.1,2368,399990,35.31718335,-119.11424448156268
261,5,4.0,3538,450000,35.284677,-118.65945
263,4,3.1,3744,445000,34.855055899999996,-119.17138197870065
264,4,4.1,5300,449000,34.845939099999995,-119.17033672925567
265,4,3.1,2753,425000,34.8525886,-119.17520879296318
266,4,4.1,3855,425000,34.85049025,-119.15796689110527
267,4,4.0,1687,400000,35.049141551020405,-118.17131765306122
268,4,2.1,2962,490000,34.838782,-119.164004
269,4,2.1,3136,469000,35.34656125,-119.13720610575686
270,3,3.0,2503,449000,34.7839814,-118.813823
271,4,3.1,3578,449900,35.424487600000006,-119.0786761327553
272,10,8.0,3784,475000,35.32985555555556,-119.03715819191919
273,4,3.0,2521,475000,35.4194008,-119.09624752723406
274,3,2.0,2150,495500,34.8329033,-119.14966203942429
276,5,4.0,3538,450000,35.284677,-118.65945
277,4,3.1,3744,445000,34.855055899999996,-119.17138197870065
278,4,4.1,5300,449000,34.845939099999995,-119.17033672925567
280,5,3.1,3300,499000,34.85220245,-119.16369065
281,3,3.1,2475,535000,34.85155533909145,-119.16944033168815
282,3,2.0,2150,495500,34.8329033,-119.14966203942429
286,6,5.0,3942,550000,34.87007049648235,-118.2204040179969
288,5,4.1,5322,549000,34.85022149170243,-119.1733382036174
289,5,2.1,3103,550000,35.328801795918366,-119.14497246938775
292,5,3.1,3300,499000,34.85220245,-119.16369065
296,6,5.0,3942,550000,34.87007049648235,-118.2204040179969
298,5,4.1,5322,549000,34.85022149170243,-119.1733382036174
299,5,2.1,3103,550000,35.328801795918366,-119.14497246938775
302,6,3.0,2730,649999,35.3686837,-119.1084229
303,4,3.0,3472,619999,35.388272,-118.931958
306,6,3.0,2730,649999,35.3686837,-119.1084229
307,2,1.0,1092,699000,35.317592,-119.00684609183674
312,4,2.1,3221,747000,35.329608449999995,-119.12744926398025
314,2,1.0,1092,699000,35.317592,-119.00684609183674
319,4,2.1,3221,747000,35.329608449999995,-119.12744926398025
320,5,4.1,4481,760000,35.329667171124186,-119.13213140879328
325,3,2.0,2686,995000,35.775068,-118.433603
326,3,2.0,2185,1095000,34.14915175506887,-118.39416732985345
327,3,2.0,1671,1225000,34.149111000000005,-118.409509
328,3,2.0,1635,1075000,34.18225471428571,-118.23871157142857
330,4,2.0,2100,1049000,33.7591222,-118.30775733503015
331,4,3.0,2568,1100000,34.15587315351717,-118.60164803157103
332,6,5.0,2625,1080000,34.0068454,-118.101293
333,2,2.0,1834,1395000,33.95904125,-118.42477468702532
334,3,3.0,1382,1229000,33.9958561,-118.421941
337,4,4.0,3348,1033000,34.029991294519085,-117.85369710954721
338,3,2.0,2162,1299000,34.04153222448979,-118.37331846938775
339,3,2.1,1970,1175000,33.985236632653056,-118.34475042857143
340,4,3.0,3219,1038000,33.986602515638985,-117.92288377612661
341,2,1.0,1054,999999,34.09154961471347,-118.16400290200892
342,5,4.0,3850,1423500,33.83443206122449,-118.1272376734694
343,3,2.0,1646,1079000,34.13358150505051,-118.20546645454544
344,4,5.0,3923,1149000,34.28777612607051,-118.56473836848397
345,3,3.0,2176,1089000,34.38097003189924,-118.50657102565572
346,4,4.0,3212,1188000,34.06592906627751,-117.86261744714169
347,2,1.0,1064,1450000,34.0094614,-118.4595351
348,3,2.0,1509,1188000,34.12634648143311,-118.09406836871806
350,2,1.0,957,1499000,34.082101102040816,-118.35540240816326
351,3,2.0,1623,1075000,34.0527982802407,-118.33321260830017
352,4,3.0,3003,1130000,34.154082681243025,-118.77703855614338
353,4,3.0,3193,1097000,34.37626726437313,-118.58877449143324
354,3,2.0,1302,999999,34.20598938983051,-118.19567818644067
355,4,3.0,2406,1348000,34.128039,-118.023275
356,4,3.0,1874,1150000,34.169566480620155,-118.07005250387597
357,2,1.0,1057,1400000,33.92757845,-118.40951343831708
358,4,3.0,3122,1499900,34.141067601951015,-118.17404316516111
359,6,4.0,3145,1077500,34.16668417647059,-118.14169652941176
360,4,3.0,2866,1200000,33.97046660319274,-117.88930865548907
363,4,2.0,1923,1095000,33.809823449999996,-118.3570980424067
364,3,2.0,1758,1200000,34.017202,-118.328943
365,3,2.0,1250,1175000,34.15086414285714,-118.39991348979592
366,2,2.0,1713,1329500,34.114194925225405,-118.31918032029967
367,3,2.0,1600,1199000,34.09801509259266,-118.25485394501719
368,3,1.0,1883,1200000,33.776629244897954,-118.12642197959183
369,2,2.0,1072,1099000,34.07815814285714,-118.26839014285714
371,3,2.0,1426,1198000,34.14267914285714,-118.22258528571429
373,3,4.0,2937,1200000,34.2009992,-118.15163373521267
374,3,2.0,1293,1198900,34.0198741,-118.41482
375,3,1.1,1432,1299000,33.75471290111086,-118.1199009013778
377,3,4.0,2890,1475000,34.1673482,-118.6225701
378,3,2.0,1445,1150000,34.1611325,-118.497021
379,3,2.0,1400,1395000,34.12065852436217,-118.35222280310151
380,4,5.0,4329,1400000,33.946672938775514,-118.11243048979593
381,3,2.0,1771,1195000,34.013626816326536,-118.42092271428571
383,3,2.1,2569,1250000,34.15837365900906,-118.07918993555197
384,3,2.0,1612,1289000,33.781108450000005,-118.3822315502239
385,7,6.0,3200,1450000,33.77209508080808,-118.15122451515151
387,3,2.0,1677,1149000,33.99448318367347,-118.33872846938776
388,2,2.0,1628,995000,34.138059687250895,-118.45953840424936
389,3,2.1,1223,999999,34.113639453125,-118.263726390625
390,2,1.1,1274,1325000,33.99959436734694,-118.44381153061225
391,2,2.1,1774,1125000,34.08845251020408,-118.25851569387754
392,3,3.0,2596,1250000,33.77395136734694,-118.12296261224489
393,3,2.0,1861,1184888,34.18413608970539,-118.20467576066766
394,4,5.1,3677,1329900,34.15587562005238,-117.99683022700466
396,4,2.1,2031,1380000,34.14070024489796,-118.21711430612245
397,4,4.1,3154,1119000,34.15862225925926,-118.59160474074073
398,4,3.0,2500,1255000,34.11326616326531,-118.2563484489796
399,4,3.0,3176,999900,34.25444180645161,-118.54910925806452
400,3,2.0,1052,995000,34.142147449999996,-118.11224522634146
401,5,3.0,2388,1399000,33.81998805,-118.33794951942568
402,3,2.0,1827,1350000,34.123844599377335,-118.35714522187766
403,5,3.1,3146,1249000,34.161624983472905,-118.75800298101994
404,4,2.1,2398,1349000,34.168981,-118.260253
405,4,5.0,3343,995000,34.2708686,-118.3157495
406,4,2.1,2680,1138000,34.15486416666666,-118.0199865
407,3,3.0,1954,1075000,34.130231872638426,-118.23126389728264
408,5,4.0,3009,1254888,34.161686,-118.593057
410,4,3.0,3126,1148000,33.988039758021934,-117.91458602446968
411,3,3.1,2106,1349900,34.183347499999996,-118.289759
412,2,1.0,1053,1050000,34.00160765487419,-118.39592840451964
413,4,3.0,2324,1174950,34.18477491954023,-118.42398825287357
414,4,2.0,2097,1259000,34.157961900000004,-118.10030356025725
417,3,2.0,2074,1299990,34.13719791534349,-118.06008186487075
418,3,2.1,2728,1250000,34.15859048648648,-117.99319851351352
419,5,6.0,3543,1350000,34.12135498630137,-118.06177158904109
420,3,2.0,1817,1189000,33.77736934343434,-118.12750875757575
421,4,3.0,2455,1295000,34.16469338743604,-118.52986884163522
422,4,3.0,2012,1099000,34.17825350123091,-118.33078568799041
424,5,6.0,3467,1480000,33.9909984,-117.8519669
425,5,6.0,5629,1480000,34.0027452,-117.9806209
428,5,5.0,3506,1395000,34.0158403991197,-118.35710331484502
429,3,2.0,1467,1495000,34.0473833877551,-118.3814942244898
431,5,4.0,2126,1299000,33.77027533333333,-118.1568555
432,3,4.0,1859,1199000,34.11955266693924,-118.34042190596175
433,4,2.0,1990,1135000,34.26046412244898,-118.31608791836736
434,3,2.0,1818,1399000,34.22104564864865,-118.20095059459459
435,3,2.0,1530,995000,34.12218123851742,-118.17098419115852
436,3,2.0,1973,1258888,34.14582247149985,-118.06604717687324
437,4,4.0,2619,1099000,34.1957369,-118.4323498
438,5,3.0,2142,1100000,34.10083020408163,-118.23098712244898
439,4,4.0,2097,1445000,34.16609793939394,-118.35420596969698
441,3,1.0,1200,1090000,33.98596030612245,-118.42666116326531
442,5,3.1,2374,1350000,34.027763,-118.35216806122449
443,3,2.0,1432,1395000,34.20573947549406,-118.21451049011867
444,2,2.0,1145,1100000,33.7640494,-118.13404772
445,5,2.0,2843,1050000,34.060761,-117.872767
446,3,2.0,1391,1050000,34.16006812763969,-118.26961573406837
448,2,1.0,860,1395000,34.002704631382436,-118.47145961850487
449,3,2.0,1641,1125000,34.16799081358441,-118.04114036223626
450,4,3.0,4051,1295000,33.82589330612245,-118.18635922448979
451,5,4.1,3262,1349000,34.15986390869333,-118.52880807488387
452,3,2.0,1890,998000,34.161008515880006,-118.5281759471758
453,5,3.0,2629,1088000,34.10171461289821,-118.13992712232037
454,3,3.0,2479,998000,34.02431356630702,-117.84093465572886
455,5,1.1,2252,1199000,34.051950600217815,-118.31561184372173
456,5,4.1,3300,1350000,33.97128585367979,-117.89046708556569
457,3,2.0,1554,1050000,34.07501648484848,-118.30662215151516
458,2,2.0,1200,1150000,34.1109382,-118.43752686323529
459,3,2.0,1764,1189000,34.16946246787556,-118.54273622179382
460,4,2.1,2092,1100000,34.0502916122449,-118.2864342857143
461,6,3.0,3439,1250000,34.04239270731707,-118.28971582926829
462,4,3.1,3101,1400000,33.98154208761315,-118.37771125277993
463,2,2.0,1319,1029999,34.0024695,-118.411917
465,2,2.0,1262,1100000,34.158496224137934,-118.05377796551724
466,3,3.0,2186,1410000,34.00994847976801,-118.35541213474508
467,2,2.1,1538,1175000,34.110895577530954,-118.27822447505827
468,4,3.1,2433,1449000,34.134555499092016,-118.1869138490531
469,4,2.0,1784,1120000,33.853580300000004,-118.37775915074297
470,2,2.0,2024,1499000,34.096119274725275,-118.29297190109891
471,4,3.0,2013,995000,33.77359372495105,-118.14339345526477
472,1,1.0,499,1194000,33.9876479,-118.4562202
473,3,2.0,1942,1298000,34.1531046,-118.4454294
474,4,3.0,2340,1399000,34.108647873025376,-118.50196867518478
475,4,3.0,2162,1479000,34.0794028185794,-118.26786919153638
476,2,2.0,1163,999000,34.11038892249012,-118.25450319974738
477,4,2.0,2578,1349000,34.05227794444444,-118.31441544444444
478,4,3.1,2830,1299000,34.15015334976984,-118.61252244055072
479,4,4.0,2730,1788800,34.13217806220886,-118.17367450072582
481,3,2.0,2200,1750000,33.972414349999994,-118.3869020248228
484,3,2.0,1928,1925000,34.06020715384616,-118.32988692307691
485,2,2.0,1267,1699000,34.05256847693431,-118.41829358516225
486,4,4.1,3198,1600000,34.18256171428571,-118.14144846938775
488,4,4.0,2825,1800000,34.113593,-118.098131
489,2,1.0,957,1499000,34.082101102040816,-118.35540240816326
490,2,2.0,1600,1700000,34.00357020000024,-118.48773346492563
491,4,2.0,2900,1600000,33.944058,-118.319945
492,3,2.0,1550,1590000,33.76999877155092,-118.11079061101086
493,4,3.0,3122,1499900,34.141067601951015,-118.17404316516111
494,3,2.0,1762,1585000,34.140597849166845,-118.39198748969348
495,7,5.2,5326,1588000,33.999066,-117.985539
496,5,6.1,5640,1748800,34.14798686690049,-117.7562581060647
497,4,1.1,2317,1518800,34.04690443434343,-118.32255664646465
499,3,2.0,1776,1650000,34.106797566850815,-118.27563457713556
500,3,2.0,2200,1795000,34.07399101010101,-118.35098391919192
501,5,4.1,4380,1898000,34.1634728,-118.4387795
503,3,3.0,2555,1899000,34.108553277921565,-118.34277529533074
505,5,3.1,5001,1595000,34.177974165026974,-118.26711828154676
506,3,3.0,3050,1790000,33.7638168,-118.33364595534096
508,4,6.0,4351,1680000,33.99927569218033,-117.99343945571111
510,3,2.1,1996,1999999,34.1018197738466,-118.26719772599749
511,4,2.1,2109,1898000,33.77759635,-118.39563446988166
513,4,3.0,2089,1650000,34.07905393877551,-118.37011134693877
514,4,4.0,2100,1550000,33.98974987755102,-118.42320932653061
515,5,5.0,4614,1698000,34.15497103974078,-118.17997002256408
516,4,3.0,1718,1599000,33.84590857732829,-118.38647055051145
517,4,4.1,3495,1739000,34.155518931223135,-118.00776700444901
518,4,2.0,2562,1995000,34.09106690909091,-118.27495845454546
519,4,4.1,3583,1888000,33.7663241,-118.33442564912355
520,3,2.0,1467,1495000,34.0473833877551,-118.3814942244898
521,4,3.1,2788,1890000,33.766600749999995,-118.36729746081332
522,4,3.0,2580,1695000,34.026796,-118.438514
523,3,3.0,2852,1695000,33.96108395,-118.43245713509253
524,4,4.0,3038,1995000,34.18348585452833,-118.23305540001346
525,2,2.0,2595,1980000,34.1521847331662,-118.0475045882893
526,4,2.0,2029,1898000,34.12394922222222,-118.04035255555556
527,3,2.0,1922,1550000,33.733138,-118.3433157947923
528,5,2.1,3146,1849000,33.775092,-118.414504
529,7,3.0,2101,1599900,33.9449899,-118.020549
530,3,2.0,2077,1699000,34.14786615789474,-118.43959294736842
533,4,2.1,1953,1795000,34.023695469387754,-118.44258373469388
534,3,2.0,2029,1595000,34.031154,-118.40294
537,3,3.1,2367,1649000,34.037637032105934,-118.4449886530927
538,3,2.0,1250,1550000,33.991938,-118.46143242857143
539,3,2.1,2641,1549000,34.15774449350649,-118.35882374025974
540,6,7.0,5265,1980000,34.26086202553144,-118.34923605948919
541,4,2.0,2334,1799000,34.11882853061225,-118.10674634693878
543,3,4.0,2196,1599000,33.748985600000005,-118.1223184
544,2,1.0,878,1550000,33.860782,-118.383084
545,6,6.1,4990,1999000,33.98770906378805,-117.81342782832442
546,2,2.0,2024,1499000,34.096119274725275,-118.29297190109891
547,3,2.0,1723,1600000,34.04575538775511,-118.37787926530612
548,1,1.0,848,1645000,33.990857866666666,-118.47399751111111
549,3,2.0,2013,1752000,34.049415959183676,-118.3802548367347
550,3,2.0,1600,1625000,33.99728536734694,-118.46893808163266
551,3,3.0,2318,1570000,34.00800536734694,-118.41969785714285
552,3,2.0,1530,1795000,34.1144048,-118.4277286667826
554,3,2.1,1360,1599000,34.0951516,-118.4212838758744
555,3,2.0,1894,1499000,33.86177058585859,-118.39181508080809
556,3,3.1,1816,1995000,34.0814965,-118.365105125
558,4,3.1,3692,1550000,34.19247461936422,-118.29392802047127
559,2,2.0,2184,1600000,33.995044,-118.4668875
560,4,3.0,3697,1975000,34.15236957791778,-118.74308214283826
561,4,3.0,2536,1998000,33.98741,-118.42918875510205
562,3,2.0,1897,1795000,34.049947833333334,-118.39186466666668
563,3,2.0,1918,1799000,34.0002248930804,-118.38655893550228
564,3,2.0,1984,1799000,34.067576858609115,-118.37721532840582
565,3,3.0,2816,1585000,34.06650467346939,-118.31416671428572
566,5,4.1,4502,1598800,34.14723738682182,-117.70048566507313
567,4,2.0,1792,1749000,33.8515096,-118.3800987
568,4,3.0,1759,1545000,34.01594983673469,-118.41480446938775
569,5,4.1,3787,1888888,34.12504829277602,-118.03567137852505
570,5,5.0,4721,1850000,34.29464850505024,-118.57255646603764
571,5,5.0,3342,1775000,33.9964131,-118.3738346254587
572,3,3.0,1835,1549000,33.99121483102305,-118.3967792820206
573,5,4.0,2300,1999000,34.05311553061224,-118.36007859183674
574,3,2.0,1661,1895000,34.061212408163264,-118.42118493877551
575,4,3.0,2171,1887000,34.10682175,-118.13976594142318
576,4,5.0,2700,1865000,34.16114387755102,-118.45344181632653
578,2,2.0,1352,1649000,34.08265638547023,-118.32804296603878
580,3,4.0,2722,1995000,34.02806485714286,-118.38199642857143
581,3,2.0,1416,1698000,34.10231549541598,-118.36372669953305
582,3,3.0,2675,1990000,34.103551628170464,-118.27659036751281
583,4,5.0,2871,1698000,34.111757,-118.312894
584,3,3.0,3097,1799000,34.15800655102041,-118.39113648979593
585,4,2.0,2642,1795000,34.158635810810814,-118.04218005405404
586,4,4.0,3035,1999999,33.9874118,-118.402925
587,3,2.0,1621,1599000,34.078363,-118.351195
589,6,4.0,4368,1798000,34.0107105,-117.8006325
590,4,3.1,3048,1649000,34.14928361219587,-118.39327458852861
591,5,5.0,4403,1800000,34.046192680721404,-117.88774255622049
592,4,3.0,1929,1525000,33.787786499999996,-118.37277667936813
594,3,2.0,2350,1950000,34.06690452168278,-118.36364732001158
595,5,3.1,3291,1579000,34.148447900942216,-118.64088506427258
596,3,2.0,2055,1975000,33.98310918120805,-118.46291181208053
597,3,2.1,1850,1625000,34.13612575011654,-118.34354834473115
598,5,6.0,4359,1899000,34.19559045,-118.12026847820795
600,4,4.0,3096,1825000,34.11026016696273,-118.44688229084547
601,4,2.3,2309,1549000,33.95339735,-118.44242982007893
602,3,2.0,1690,1725000,34.04753973469388,-118.36992534693877
603,5,5.0,3527,1999000,34.11406837837838,-118.37840312162163
604,5,5.0,4000,1895000,34.15650973333333,-118.39006286666667
605,4,3.0,3098,1799000,34.12335768214717,-118.35923829893488
606,3,3.0,2030,1575000,34.06108942857143,-118.32910685714286
607,3,2.0,1787,1550000,34.0426968,-118.37078045885559
608,4,3.0,2906,1719000,33.764467552045794,-118.41030232349311
609,5,6.0,4994,1999900,34.162699509100065,-118.71128914002743
611,4,2.0,1356,1995000,33.996031,-118.469804
612,5,3.0,2450,1825000,34.02643962820513,-118.43511658974359
613,3,3.1,2690,1897000,34.17627495918367,-118.27481655102041
614,3,4.0,2616,1645000,34.211192,-118.197031
616,4,2.0,2535,1958000,34.172883931034484,-118.17666306896551
617,4,5.0,3837,1799000,34.038821149166424,-118.39179238192453
618,4,3.0,2678,1788000,34.11581214501762,-118.09309464408847
619,4,2.1,2294,1499000,34.15007023381718,-118.17426252880418
620,3,2.0,2097,1798000,34.12429373469388,-118.10267146938776
621,3,2.0,1680,1880000,34.11838732256945,-118.04365290854052
622,4,4.1,3824,1998000,34.10198261317521,-118.06703075218503
623,4,3.1,2366,1599000,34.15070195918367,-118.34680171428572
624,5,3.0,2357,1950000,33.82749037875071,-118.38880942587842
625,4,3.0,2436,1695000,34.143731575957,-118.20431565974582
626,5,6.0,4000,1849000,34.164066,-118.461695
627,2,1.0,1152,1530000,34.118110601694916,-118.05272498305084
628,6,5.0,4241,1530000,34.012327191813846,-117.8008812525175
629,3,2.1,2156,1897280,33.9300135,-118.41928540168804
633,3,2.0,1157,255000,34.68319527510707,-118.12174665391903
635,4,2.0,1248,225000,34.700086673469386,-118.12486828571429
638,4,1.0,1156,239900,34.586014818181816,-118.07047663636364
646,3,1.0,1526,235000,34.685052362498446,-118.14459546454556
647,3,2.0,1140,230000,34.578925521376696,-118.0991999057327
648,3,2.0,1107,210000,34.69317769230769,-118.11744707692307
650,3,1.0,1030,225000,34.70290702794634,-118.15605762567643
